State,District,Year,Season,Crop,Area_ha,Production_q,Yield_q_per_ha
Maharashtra,Sangli,2018,Rabi,Mustard,12230,172443,14.1
Maharashtra,Sangli,2019,Kharif,Tomato,5917,136091,23.0
Maharashtra,Sangli,2019,Rabi,Sugarcane,11217,882777,78.7
Maharashtra,Sangli,2019,Kharif,Groundnut,18026,292021,16.2
Maharashtra,Sangli,2019,Rabi,Potato,9899,2071860,209.3
Maharashtra,Sangli,2019,Kharif,Maize,19361,604063,31.2
Maharashtra,Sangli,2019,Rabi,Chickpea,4233,69844,16.5
Maharashtra,Sangli,2019,Kharif,Bajra,10816,176300,16.3
Maharashtra,Sangli,2019,Rabi,Mustard,17285,236804,13.7
Maharashtra,Sangli,2020,Kharif,Tomato,1586,36160,22.8
Maharashtra,Sangli,2020,Rabi,Sugarcane,19295,1601485,83.0
Maharashtra,Sangli,2020,Kharif,Groundnut,7597,128389,16.9
Maharashtra,Sangli,2020,Rabi,Potato,14049,2889879,205.7
Maharashtra,Sangli,2020,Kharif,Maize,13195,420920,31.9
Maharashtra,Sangli,2020,Rabi,Chickpea,8181,138258,16.9
Maharashtra,Sangli,2020,Kharif,Bajra,14204,187492,13.2
Maharashtra,Sangli,2020,Rabi,Mustard,9795,125376,12.8
Maharashtra,Sangli,2021,Summer,Tomato,14038,313047,22.3
Maharashtra,Sangli,2021,Kharif,Sugarcane,6342,572682,90.3
Maharashtra,Sangli,2021,Kharif,Groundnut,4881,78584,16.1
Maharashtra,Sangli,2021,Rabi,Potato,6030,1274139,211.3
Maharashtra,Sangli,2021,Kharif,Maize,17906,522855,29.2
Maharashtra,Sangli,2021,Rabi,Chickpea,19417,293196,15.1
Maharashtra,Sangli,2021,Kharif,Bajra,5267,79005,15.0
Maharashtra,Sangli,2021,Rabi,Mustard,13959,171695,12.3
Maharashtra,Sangli,2022,Rabi,Tomato,15165,351828,23.2
Maharashtra,Sangli,2022,Annual,Sugarcane,21839,1928383,88.3
Maharashtra,Sangli,2022,Kharif,Groundnut,6231,99696,16.0
Maharashtra,Sangli,2022,Rabi,Potato,5282,1043195,197.5
Maharashtra,Sangli,2022,Kharif,Maize,7070,205737,29.1
Maharashtra,Sangli,2022,Rabi,Chickpea,9433,137721,14.6
Maharashtra,Sangli,2022,Kharif,Bajra,16744,279624,16.7
Maharashtra,Sangli,2022,Rabi,Mustard,8478,128017,15.1
Maharashtra,Satara,2015,Rabi,Jowar,6092,93816,15.4
Maharashtra,Satara,2015,Rabi,Sugarcane,12914,1091233,84.5
Maharashtra,Satara,2015,Kharif,Groundnut,7402,119912,16.2
Maharashtra,Satara,2015,Kharif,Cotton,21291,513113,24.1
Maharashtra,Satara,2015,Rabi,Maize,17056,588432,34.5
Maharashtra,Satara,2015,Kharif,Ragi,5627,105787,18.8
Maharashtra,Satara,2015,Rabi,Wheat,15798,729867,46.2
Maharashtra,Satara,2015,Kharif,Bajra,15501,251116,16.2
Maharashtra,Satara,2016,Kharif,Jowar,13332,181315,13.6
Maharashtra,Satara,2016,Kharif,Sugarcane,23872,1845305,77.3
Maharashtra,Satara,2016,Kharif,Groundnut,7826,147128,18.8
Maharashtra,Satara,2016,Kharif,Cotton,21395,487806,22.8
Maharashtra,Satara,2016,Rabi,Maize,16229,486870,30.0
Maharashtra,Satara,2016,Kharif,Ragi,10450,187054,17.9
Maharashtra,Satara,2016,Rabi,Wheat,16017,623061,38.9
Maharashtra,Satara,2016,Kharif,Bajra,13226,205003,15.5
Maharashtra,Satara,2017,Rabi,Jowar,17153,247003,14.4
Maharashtra,Satara,2017,Kharif,Sugarcane,18333,1574804,85.9
Maharashtra,Satara,2017,Kharif,Groundnut,13061,233791,17.9
Maharashtra,Satara,2017,Kharif,Cotton,16072,374477,23.3
Maharashtra,Satara,2017,Kharif,Maize,3409,119315,35.0
Maharashtra,Satara,2017,Kharif,Ragi,3536,65416,18.5
Maharashtra,Satara,2017,Rabi,Wheat,23496,932791,39.7
Maharashtra,Satara,2017,Kharif,Bajra,6107,94658,15.5
Maharashtra,Satara,2018,Rabi,Jowar,15721,218521,13.9
Maharashtra,Satara,2018,Rabi,Sugarcane,7633,676283,88.6
Maharashtra,Satara,2018,Kharif,Groundnut,4156,66080,15.9
Maharashtra,Satara,2018,Kharif,Cotton,21824,504134,23.1
Maharashtra,Satara,2018,Kharif,Maize,6176,196396,31.8
Maharashtra,Satara,2018,Kharif,Ragi,15287,299625,19.6
Maharashtra,Satara,2018,Rabi,Wheat,10535,463540,44.0
Maharashtra,Satara,2018,Kharif,Bajra,7039,102065,14.5
Maharashtra,Satara,2019,Kharif,Jowar,9567,125327,13.1
Maharashtra,Satara,2019,Rabi,Sugarcane,8769,771672,88.0
Maharashtra,Satara,2019,Kharif,Groundnut,3921,77635,19.8
Maharashtra,Satara,2019,Kharif,Cotton,10859,248671,22.9
Maharashtra,Satara,2019,Rabi,Maize,5724,171720,30.0
Maharashtra,Satara,2019,Kharif,Ragi,7972,132335,16.6
Maharashtra,Satara,2019,Rabi,Wheat,8157,327095,40.1
Maharashtra,Satara,2019,Kharif,Bajra,12756,191340,15.0
Maharashtra,Satara,2020,Rabi,Jowar,2417,34321,14.2
Maharashtra,Satara,2020,Rabi,Sugarcane,23095,2050836,88.8
Maharashtra,Satara,2020,Kharif,Groundnut,9299,152503,16.4
Maharashtra,Satara,2020,Kharif,Cotton,23284,570458,24.5
Maharashtra,Satara,2020,Rabi,Maize,12032,380211,31.6
Maharashtra,Satara,2020,Kharif,Ragi,19652,324258,16.5
Maharashtra,Satara,2020,Rabi,Wheat,16585,752959,45.4
Maharashtra,Satara,2020,Kharif,Bajra,17771,279004,15.7
Maharashtra,Satara,2021,Rabi,Jowar,4700,70500,15.0
Maharashtra,Satara,2021,Annual,Sugarcane,6651,537400,80.8
Maharashtra,Satara,2021,Kharif,Groundnut,7358,122142,16.6
Maharashtra,Satara,2021,Kharif,Cotton,13742,299575,21.8
Maharashtra,Satara,2021,Rabi,Maize,3399,104349,30.7
Maharashtra,Satara,2021,Kharif,Ragi,2520,41580,16.5
Maharashtra,Satara,2021,Rabi,Wheat,7821,344124,44.0
Maharashtra,Satara,2021,Kharif,Bajra,16853,240997,14.3
Maharashtra,Satara,2022,Rabi,Jowar,12215,152687,12.5
Maharashtra,Satara,2022,Annual,Sugarcane,22490,1769963,78.7
Maharashtra,Satara,2022,Kharif,Groundnut,12645,213700,16.9
Maharashtra,Satara,2022,Kharif,Cotton,7720,159804,20.7
Maharashtra,Satara,2022,Rabi,Maize,10145,299277,29.5
Maharashtra,Satara,2022,Kharif,Ragi,18145,319352,17.6
Maharashtra,Satara,2022,Rabi,Wheat,8004,354577,44.3
Maharashtra,Satara,2022,Kharif,Bajra,13917,205971,14.8
Maharashtra,Solapur,2015,Kharif,Cotton,12947,269297,20.8
Maharashtra,Solapur,2015,Kharif,Sugarcane,12003,1100675,91.7
Maharashtra,Solapur,2015,Rabi,Chickpea,17361,256942,14.8
Maharashtra,Solapur,2015,Kharif,Ragi,8492,146911,17.3
Maharashtra,Solapur,2015,Kharif,Bajra,18742,303620,16.2
Maharashtra,Solapur,2015,Kharif,Pigeonpea,10069,154055,15.3
Maharashtra,Solapur,2015,Rabi,Onion,8616,275712,32.0
Maharashtra,Solapur,2015,Kharif,Soybean,8822,187026,21.2
Maharashtra,Solapur,2016,Kharif,Cotton,13536,274780,20.3
Maharashtra,Solapur,2016,Annual,Sugarcane,11856,973377,82.1
Maharashtra,Solapur,2016,Rabi,Chickpea,17586,267307,15.2
Maharashtra,Solapur,2016,Kharif,Ragi,19653,312482,15.9
Maharashtra,Solapur,2016,Kharif,Bajra,17028,236689,13.9
Maharashtra,Solapur,2016,Kharif,Pigeonpea,9541,119262,12.5
Maharashtra,Solapur,2016,Kharif,Onion,3379,87178,25.8
Maharashtra,Solapur,2016,Kharif,Soybean,10144,198822,19.6
Maharashtra,Solapur,2017,Kharif,Cotton,6928,146180,21.1
Maharashtra,Solapur,2017,Annual,Sugarcane,17981,1623684,90.3
Maharashtra,Solapur,2017,Rabi,Chickpea,18339,280586,15.3
Maharashtra,Solapur,2017,Kharif,Ragi,10741,207301,19.3
Maharashtra,Solapur,2017,Kharif,Bajra,6990,99258,14.2
Maharashtra,Solapur,2017,Kharif,Pigeonpea,14886,230733,15.5
Maharashtra,Solapur,2017,Kharif,Onion,6120,159120,26.0
Maharashtra,Solapur,2017,Kharif,Soybean,4870,115419,23.7
Maharashtra,Solapur,2018,Kharif,Cotton,22734,479687,21.1
Maharashtra,Solapur,2018,Rabi,Sugarcane,22936,2181213,95.1
Maharashtra,Solapur,2018,Rabi,Chickpea,10174,165836,16.3
Maharashtra,Solapur,2018,Kharif,Ragi,13445,264866,19.7
Maharashtra,Solapur,2018,Kharif,Bajra,12160,192128,15.8
Maharashtra,Solapur,2018,Kharif,Pigeonpea,4240,65720,15.5
Maharashtra,Solapur,2018,Kharif,Onion,17292,454779,26.3
Maharashtra,Solapur,2018,Kharif,Soybean,5973,126627,21.2
Maharashtra,Solapur,2019,Kharif,Cotton,13556,292809,21.6
Maharashtra,Solapur,2019,Rabi,Sugarcane,10307,984318,95.5
Maharashtra,Solapur,2019,Rabi,Chickpea,2571,40364,15.7
Maharashtra,Solapur,2019,Kharif,Ragi,15451,253396,16.4
Maharashtra,Solapur,2019,Kharif,Bajra,4439,71911,16.2
Maharashtra,Solapur,2019,Kharif,Pigeonpea,16174,247462,15.3
Maharashtra,Solapur,2019,Rabi,Onion,1303,36093,27.7
Maharashtra,Solapur,2019,Kharif,Soybean,4397,95854,21.8
Maharashtra,Solapur,2020,Kharif,Cotton,11041,216403,19.6
Maharashtra,Solapur,2020,Rabi,Sugarcane,18629,1531303,82.2
Maharashtra,Solapur,2020,Rabi,Chickpea,15763,261665,16.6
Maharashtra,Solapur,2020,Kharif,Ragi,4534,80705,17.8
Maharashtra,Solapur,2020,Kharif,Bajra,9070,126073,13.9
Maharashtra,Solapur,2020,Kharif,Pigeonpea,18553,230057,12.4
Maharashtra,Solapur,2020,Rabi,Onion,2243,68860,30.7
Maharashtra,Solapur,2020,Kharif,Soybean,11323,221930,19.6
Maharashtra,Solapur,2021,Kharif,Cotton,7640,177248,23.2
Maharashtra,Solapur,2021,Kharif,Sugarcane,10875,871087,80.1
Maharashtra,Solapur,2021,Rabi,Chickpea,19185,331900,17.3
Maharashtra,Solapur,2021,Kharif,Ragi,8787,159923,18.2
Maharashtra,Solapur,2021,Kharif,Bajra,14803,210202,14.2
Maharashtra,Solapur,2021,Kharif,Pigeonpea,9965,135524,13.6
Maharashtra,Solapur,2021,Rabi,Onion,17654,501373,28.4
Maharashtra,Solapur,2021,Kharif,Soybean,13544,312866,23.1
Maharashtra,Solapur,2022,Kharif,Cotton,17574,388385,22.1
Maharashtra,Solapur,2022,Annual,Sugarcane,7499,711655,94.9
Maharashtra,Solapur,2022,Rabi,Chickpea,14511,239431,16.5
Maharashtra,Solapur,2022,Kharif,Ragi,19573,393417,20.1
Maharashtra,Solapur,2022,Kharif,Bajra,7770,113442,14.6
Maharashtra,Solapur,2022,Kharif,Pigeonpea,7114,88213,12.4
Maharashtra,Solapur,2022,Kharif,Onion,1058,28142,26.6
Maharashtra,Solapur,2022,Kharif,Soybean,11515,263693,22.9
Maharashtra,Ahmednagar,2015,Kharif,Ragi,18900,300510,15.9
Maharashtra,Ahmednagar,2015,Kharif,Maize,2943,99179,33.7
Maharashtra,Ahmednagar,2015,Rabi,Potato,14118,2769951,196.2
Maharashtra,Ahmednagar,2015,Rabi,Chickpea,19053,337238,17.7
Maharashtra,Ahmednagar,2015,Rabi,Mustard,10365,131635,12.7
Maharashtra,Ahmednagar,2015,Kharif,Tomato,18977,464936,24.5
Maharashtra,Ahmednagar,2015,Kharif,Groundnut,4602,80995,17.6
Maharashtra,Ahmednagar,2015,Kharif,Soybean,10632,227524,21.4
Maharashtra,Ahmednagar,2016,Kharif,Ragi,14416,286878,19.9
Maharashtra,Ahmednagar,2016,Rabi,Maize,4240,133984,31.6
Maharashtra,Ahmednagar,2016,Rabi,Potato,4308,1007641,233.9
Maharashtra,Ahmednagar,2016,Rabi,Chickpea,13610,213677,15.7
Maharashtra,Ahmednagar,2016,Rabi,Mustard,13974,174675,12.5
Maharashtra,Ahmednagar,2016,Kharif,Tomato,10950,224475,20.5
Maharashtra,Ahmednagar,2016,Kharif,Groundnut,4929,97594,19.8
Maharashtra,Ahmednagar,2016,Kharif,Soybean,16381,396420,24.2
Maharashtra,Ahmednagar,2017,Kharif,Ragi,6802,125156,18.4
Maharashtra,Ahmednagar,2017,Kharif,Maize,6413,216118,33.7
Maharashtra,Ahmednagar,2017,Rabi,Potato,12341,2733531,221.5
Maharashtra,Ahmednagar,2017,Rabi,Chickpea,9009,138738,15.4
Maharashtra,Ahmednagar,2017,Rabi,Mustard,17624,262597,14.9
Maharashtra,Ahmednagar,2017,Kharif,Tomato,1603,37830,23.6
Maharashtra,Ahmednagar,2017,Kharif,Groundnut,18224,297051,16.3
Maharashtra,Ahmednagar,2017,Kharif,Soybean,7271,144692,19.9
Maharashtra,Ahmednagar,2018,Kharif,Ragi,11278,183831,16.3
Maharashtra,Ahmednagar,2018,Rabi,Maize,2413,80352,33.3
Maharashtra,Ahmednagar,2018,Rabi,Potato,2886,580663,201.2
Maharashtra,Ahmednagar,2018,Rabi,Chickpea,11505,203638,17.7
Maharashtra,Ahmednagar,2018,Rabi,Mustard,3894,52179,13.4
Maharashtra,Ahmednagar,2018,Kharif,Tomato,2027,42364,20.9
Maharashtra,Ahmednagar,2018,Kharif,Groundnut,8841,165326,18.7
Maharashtra,Ahmednagar,2018,Kharif,Soybean,17015,365822,21.5
Maharashtra,Ahmednagar,2019,Kharif,Ragi,17673,319881,18.1
Maharashtra,Ahmednagar,2019,Kharif,Maize,5191,158325,30.5
Maharashtra,Ahmednagar,2019,Rabi,Potato,7625,1562362,204.9
Maharashtra,Ahmednagar,2019,Rabi,Chickpea,9201,138015,15.0
Maharashtra,Ahmednagar,2019,Rabi,Mustard,4604,57089,12.4
Maharashtra,Ahmednagar,2019,Kharif,Tomato,6157,126218,20.5
Maharashtra,Ahmednagar,2019,Kharif,Groundnut,9406,174011,18.5
Maharashtra,Ahmednagar,2019,Kharif,Soybean,11108,244376,22.0
Maharashtra,Ahmednagar,2020,Kharif,Ragi,15525,274792,17.7
Maharashtra,Ahmednagar,2020,Rabi,Maize,15543,556439,35.8
Maharashtra,Ahmednagar,2020,Rabi,Potato,17270,3483359,201.7
Maharashtra,Ahmednagar,2020,Rabi,Chickpea,19100,296050,15.5
Maharashtra,Ahmednagar,2020,Rabi,Mustard,13037,166873,12.8
Maharashtra,Ahmednagar,2020,Rabi,Tomato,11725,254432,21.7
Maharashtra,Ahmednagar,2020,Kharif,Groundnut,7437,119735,16.1
Maharashtra,Ahmednagar,2020,Kharif,Soybean,6248,129333,20.7
Maharashtra,Ahmednagar,2021,Kharif,Ragi,11403,224639,19.7
Maharashtra,Ahmednagar,2021,Kharif,Maize,17338,537478,31.0
Maharashtra,Ahmednagar,2021,Rabi,Potato,4345,1036717,238.6
Maharashtra,Ahmednagar,2021,Rabi,Chickpea,14090,218395,15.5
Maharashtra,Ahmednagar,2021,Rabi,Mustard,5351,80800,15.1
Maharashtra,Ahmednagar,2021,Summer,Tomato,6439,153892,23.9
Maharashtra,Ahmednagar,2021,Kharif,Groundnut,15527,268617,17.3
Maharashtra,Ahmednagar,2021,Kharif,Soybean,19768,426988,21.6
Maharashtra,Ahmednagar,2022,Kharif,Ragi,9127,177976,19.5
Maharashtra,Ahmednagar,2022,Kharif,Maize,11630,370997,31.9
Maharashtra,Ahmednagar,2022,Rabi,Potato,2102,460968,219.3
Maharashtra,Ahmednagar,2022,Rabi,Chickpea,15640,269008,17.2
Maharashtra,Ahmednagar,2022,Rabi,Mustard,17520,234768,13.4
Maharashtra,Ahmednagar,2022,Kharif,Tomato,10235,231311,22.6
Maharashtra,Ahmednagar,2022,Kharif,Groundnut,2485,42493,17.1
Maharashtra,Ahmednagar,2022,Kharif,Soybean,10504,212180,20.2
Maharashtra,Akola,2015,Kharif,Pigeonpea,4516,59159,13.1
Maharashtra,Akola,2015,Rabi,Jowar,9417,128071,13.6
Maharashtra,Akola,2015,Kharif,Cotton,9600,228480,23.8
Maharashtra,Akola,2015,Kharif,Bajra,14460,227022,15.7
Maharashtra,Akola,2015,Kharif,Soybean,5990,135973,22.7
Maharashtra,Akola,2015,Rabi,Chickpea,10144,173462,17.1
Maharashtra,Akola,2015,Rabi,Wheat,8794,325378,37.0
Maharashtra,Akola,2015,Rabi,Potato,4031,836432,207.5
Maharashtra,Akola,2016,Kharif,Pigeonpea,6102,92140,15.1
Maharashtra,Akola,2016,Rabi,Jowar,14398,218849,15.2
Maharashtra,Akola,2016,Kharif,Cotton,21931,528537,24.1
Maharashtra,Akola,2016,Kharif,Bajra,8927,135690,15.2
Maharashtra,Akola,2016,Kharif,Soybean,3483,68615,19.7
Maharashtra,Akola,2016,Rabi,Chickpea,11204,169180,15.1
Maharashtra,Akola,2016,Rabi,Wheat,8285,323115,39.0
Maharashtra,Akola,2016,Rabi,Potato,4393,876403,199.5
Maharashtra,Akola,2017,Kharif,Pigeonpea,13200,163680,12.4
Maharashtra,Akola,2017,Kharif,Jowar,9584,140884,14.7
Maharashtra,Akola,2017,Kharif,Cotton,9795,205695,21.0
Maharashtra,Akola,2017,Kharif,Bajra,2072,33773,16.3
Maharashtra,Akola,2017,Kharif,Soybean,3263,68523,21.0
Maharashtra,Akola,2017,Rabi,Chickpea,11007,172809,15.7
Maharashtra,Akola,2017,Rabi,Wheat,18661,841611,45.1
Maharashtra,Akola,2017,Rabi,Potato,17493,3479357,198.9
Maharashtra,Akola,2018,Kharif,Pigeonpea,4267,60164,14.1
Maharashtra,Akola,2018,Kharif,Jowar,10607,137891,13.0
Maharashtra,Akola,2018,Kharif,Cotton,18770,439218,23.4
Maharashtra,Akola,2018,Kharif,Bajra,6100,87230,14.3
Maharashtra,Akola,2018,Kharif,Soybean,17479,381042,21.8
Maharashtra,Akola,2018,Rabi,Chickpea,16909,289143,17.1
Maharashtra,Akola,2018,Rabi,Wheat,13038,485013,37.2
Maharashtra,Akola,2018,Rabi,Potato,18211,3780603,207.6
Maharashtra,Akola,2019,Kharif,Pigeonpea,9525,117157,12.3
Maharashtra,Akola,2019,Kharif,Jowar,9495,136728,14.4
Maharashtra,Akola,2019,Kharif,Cotton,15467,360381,23.3
Maharashtra,Akola,2019,Kharif,Bajra,15255,212044,13.9
Maharashtra,Akola,2019,Kharif,Soybean,14625,288112,19.7
Maharashtra,Akola,2019,Rabi,Chickpea,15979,238087,14.9
Maharashtra,Akola,2019,Rabi,Wheat,8141,329710,40.5
Maharashtra,Akola,2019,Rabi,Potato,13995,2966940,212.0
Maharashtra,Akola,2020,Kharif,Pigeonpea,3186,40143,12.6
Maharashtra,Akola,2020,Kharif,Jowar,19492,241700,12.4
Maharashtra,Akola,2020,Kharif,Cotton,15677,357435,22.8
Maharashtra,Akola,2020,Kharif,Bajra,7431,118896,16.0
Maharashtra,Akola,2020,Kharif,Soybean,3227,66476,20.6
Maharashtra,Akola,2020,Rabi,Chickpea,2698,47754,17.7
Maharashtra,Akola,2020,Rabi,Wheat,15522,617775,39.8
Maharashtra,Akola,2020,Rabi,Potato,10840,2364204,218.1
Maharashtra,Akola,2021,Kharif,Pigeonpea,19000,283100,14.9
Maharashtra,Akola,2021,Rabi,Jowar,18933,265062,14.0
Maharashtra,Akola,2021,Kharif,Cotton,14075,306835,21.8
Maharashtra,Akola,2021,Kharif,Bajra,2830,45563,16.1
Maharashtra,Akola,2021,Kharif,Soybean,16942,409996,24.2
Maharashtra,Akola,2021,Rabi,Chickpea,4353,61377,14.1
Maharashtra,Akola,2021,Rabi,Wheat,13271,556054,41.9
Maharashtra,Akola,2021,Rabi,Potato,11156,2343875,210.1
Maharashtra,Akola,2022,Kharif,Pigeonpea,3211,48165,15.0
Maharashtra,Akola,2022,Rabi,Jowar,5625,79312,14.1
Maharashtra,Akola,2022,Kharif,Cotton,19864,431048,21.7
Maharashtra,Akola,2022,Kharif,Bajra,11110,186648,16.8
Maharashtra,Akola,2022,Kharif,Soybean,5041,102332,20.3
Maharashtra,Akola,2022,Rabi,Chickpea,4822,73294,15.2
Maharashtra,Akola,2022,Rabi,Wheat,19856,800196,40.3
Maharashtra,Akola,2022,Rabi,Potato,8614,1794296,208.3
Maharashtra,Amravati,2015,Rabi,Mustard,7300,99280,13.6
Maharashtra,Amravati,2015,Rabi,Potato,4568,1021404,223.6
Maharashtra,Amravati,2015,Kharif,Ragi,2868,55065,19.2
Maharashtra,Amravati,2015,Kharif,Cotton,17802,413006,23.2
Maharashtra,Amravati,2015,Kharif,Pigeonpea,3815,58751,15.4
Maharashtra,Amravati,2015,Kharif,Bajra,7901,121675,15.4
Maharashtra,Amravati,2015,Annual,Sugarcane,17402,1541817,88.6
Maharashtra,Amravati,2015,Kharif,Soybean,5659,131288,23.2
Maharashtra,Amravati,2016,Rabi,Mustard,16954,245833,14.5
Maharashtra,Amravati,2016,Rabi,Potato,15890,3163699,199.1
Maharashtra,Amravati,2016,Kharif,Ragi,11943,238860,20.0
Maharashtra,Amravati,2016,Kharif,Cotton,11071,254633,23.0
Maharashtra,Amravati,2016,Kharif,Pigeonpea,6988,97832,14.0
Maharashtra,Amravati,2016,Kharif,Bajra,13435,216303,16.1
Maharashtra,Amravati,2016,Kharif,Sugarcane,16799,1401036,83.4
Maharashtra,Amravati,2016,Kharif,Soybean,7027,167242,23.8
Maharashtra,Amravati,2017,Rabi,Mustard,14714,213353,14.5
Maharashtra,Amravati,2017,Rabi,Potato,9545,2181987,228.6
Maharashtra,Amravati,2017,Kharif,Ragi,9911,199211,20.1
Maharashtra,Amravati,2017,Kharif,Cotton,10075,225680,22.4
Maharashtra,Amravati,2017,Kharif,Pigeonpea,14796,227858,15.4
Maharashtra,Amravati,2017,Kharif,Bajra,16104,267326,16.6
Maharashtra,Amravati,2017,Rabi,Sugarcane,9318,775257,83.2
Maharashtra,Amravati,2017,Kharif,Soybean,12467,299208,24.0
Maharashtra,Amravati,2018,Rabi,Mustard,5881,84686,14.4
Maharashtra,Amravati,2018,Rabi,Potato,12108,2592322,214.1
Maharashtra,Amravati,2018,Kharif,Ragi,8159,142782,17.5
Maharashtra,Amravati,2018,Kharif,Cotton,18882,439950,23.3
Maharashtra,Amravati,2018,Kharif,Pigeonpea,19534,267615,13.7
Maharashtra,Amravati,2018,Kharif,Bajra,11698,155583,13.3
Maharashtra,Amravati,2018,Kharif,Sugarcane,16736,1603308,95.8
Maharashtra,Amravati,2018,Kharif,Soybean,9562,209407,21.9
Maharashtra,Amravati,2019,Rabi,Mustard,6335,83622,13.2
Maharashtra,Amravati,2019,Rabi,Potato,4245,977623,230.3
Maharashtra,Amravati,2019,Kharif,Ragi,6945,122232,17.6
Maharashtra,Amravati,2019,Kharif,Cotton,7794,164453,21.1
Maharashtra,Amravati,2019,Kharif,Pigeonpea,7689,95343,12.4
Maharashtra,Amravati,2019,Kharif,Bajra,2232,37274,16.7
Maharashtra,Amravati,2019,Rabi,Sugarcane,9640,861816,89.4
Maharashtra,Amravati,2019,Kharif,Soybean,12705,251559,19.8
Maharashtra,Amravati,2020,Rabi,Mustard,4307,54268,12.6
Maharashtra,Amravati,2020,Rabi,Potato,9451,1926113,203.8
Maharashtra,Amravati,2020,Kharif,Ragi,18851,377020,20.0
Maharashtra,Amravati,2020,Kharif,Cotton,8874,178367,20.1
Maharashtra,Amravati,2020,Kharif,Pigeonpea,18777,230957,12.3
Maharashtra,Amravati,2020,Kharif,Bajra,8331,129963,15.6
Maharashtra,Amravati,2020,Kharif,Sugarcane,18303,1707669,93.3
Maharashtra,Amravati,2020,Kharif,Soybean,15267,357247,23.4
Maharashtra,Amravati,2021,Rabi,Mustard,9145,116141,12.7
Maharashtra,Amravati,2021,Rabi,Potato,9598,1888886,196.8
Maharashtra,Amravati,2021,Kharif,Ragi,17276,310968,18.0
Maharashtra,Amravati,2021,Kharif,Cotton,19523,443172,22.7
Maharashtra,Amravati,2021,Kharif,Pigeonpea,15729,245372,15.6
Maharashtra,Amravati,2021,Kharif,Bajra,6143,94602,15.4
Maharashtra,Amravati,2021,Rabi,Sugarcane,23377,2141333,91.6
Maharashtra,Amravati,2021,Kharif,Soybean,2687,64488,24.0
Maharashtra,Amravati,2022,Rabi,Mustard,4674,60762,13.0
Maharashtra,Amravati,2022,Rabi,Potato,4983,1180971,237.0
Maharashtra,Amravati,2022,Kharif,Ragi,9318,163065,17.5
Maharashtra,Amravati,2022,Kharif,Cotton,19548,394869,20.2
Maharashtra,Amravati,2022,Kharif,Pigeonpea,16298,242840,14.9
Maharashtra,Amravati,2022,Kharif,Bajra,8202,120569,14.7
Maharashtra,Amravati,2022,Annual,Sugarcane,8166,771687,94.5
Maharashtra,Amravati,2022,Kharif,Soybean,16239,386488,23.8
Maharashtra,Buldhana,2015,Kharif,Cotton,17248,393254,22.8
Maharashtra,Buldhana,2015,Kharif,Rice,23486,878376,37.4
Maharashtra,Buldhana,2015,Kharif,Bajra,15183,249001,16.4
Maharashtra,Buldhana,2015,Rabi,Chickpea,7728,136012,17.6
Maharashtra,Buldhana,2015,Rabi,Maize,9877,345695,35.0
Maharashtra,Buldhana,2015,Kharif,Tomato,11514,257913,22.4
Maharashtra,Buldhana,2015,Rabi,Sugarcane,16257,1544415,95.0
Maharashtra,Buldhana,2015,Rabi,Wheat,19581,902684,46.1
Maharashtra,Buldhana,2016,Kharif,Cotton,23047,477072,20.7
Maharashtra,Buldhana,2016,Rabi,Rice,14136,525859,37.2
Maharashtra,Buldhana,2016,Kharif,Bajra,19764,316224,16.0
Maharashtra,Buldhana,2016,Rabi,Chickpea,5805,92880,16.0
Maharashtra,Buldhana,2016,Kharif,Maize,9292,283406,30.5
Maharashtra,Buldhana,2016,Rabi,Tomato,9437,184965,19.6
Maharashtra,Buldhana,2016,Rabi,Sugarcane,23030,2031246,88.2
Maharashtra,Buldhana,2016,Rabi,Wheat,22373,899394,40.2
Maharashtra,Buldhana,2017,Kharif,Cotton,16942,335451,19.8
Maharashtra,Buldhana,2017,Rabi,Rice,7828,287287,36.7
Maharashtra,Buldhana,2017,Kharif,Bajra,7468,117247,15.7
Maharashtra,Buldhana,2017,Rabi,Chickpea,3708,59698,16.1
Maharashtra,Buldhana,2017,Kharif,Maize,5210,183392,35.2
Maharashtra,Buldhana,2017,Summer,Tomato,9730,196546,20.2
Maharashtra,Buldhana,2017,Annual,Sugarcane,21334,2035263,95.4
Maharashtra,Buldhana,2017,Rabi,Wheat,11851,451523,38.1
Maharashtra,Buldhana,2018,Kharif,Cotton,6736,144150,21.4
Maharashtra,Buldhana,2018,Kharif,Rice,16616,531712,32.0
Maharashtra,Buldhana,2018,Kharif,Bajra,2219,29956,13.5
Maharashtra,Buldhana,2018,Rabi,Chickpea,13295,219367,16.5
Maharashtra,Buldhana,2018,Rabi,Maize,9450,300510,31.8
Maharashtra,Buldhana,2018,Summer,Tomato,7408,161494,21.8
Maharashtra,Buldhana,2018,Kharif,Sugarcane,22019,2043363,92.8
Maharashtra,Buldhana,2018,Rabi,Wheat,8210,366987,44.7
Maharashtra,Buldhana,2019,Kharif,Cotton,20792,430394,20.7
Maharashtra,Buldhana,2019,Rabi,Rice,8408,306892,36.5
Maharashtra,Buldhana,2019,Kharif,Bajra,9096,135530,14.9
Maharashtra,Buldhana,2019,Rabi,Chickpea,16943,301585,17.8
Maharashtra,Buldhana,2019,Kharif,Maize,19291,574871,29.8
Maharashtra,Buldhana,2019,Kharif,Tomato,12637,254003,20.1
